Order_number,Product_key,Customer_key,Order_date,Ship_date,Due_date,Quantity,Price,Sales
SO63615,240,6660,2013-08-04,2013-08-11,2013-08-16,1,1701,1701
SO63745,240,6662,2013-08-06,2013-08-13,2013-08-18,1,1701,1701
SO63732,240,4042,2013-08-06,2013-08-13,2013-08-18,1,1701,1701
SO63810,240,6575,2013-08-07,2013-08-14,2013-08-19,1,1701,1701
SO63893,240,11419,2013-08-09,2013-08-16,2013-08-21,1,1701,1701
SO64124,240,11310,2013-08-13,2013-08-20,2013-08-25,1,1701,1701
SO64290,240,3110,2013-08-15,2013-08-22,2013-08-27,1,1701,1701
SO64445,240,6264,2013-08-17,2013-08-24,2013-08-29,1,1701,1701
SO64466,240,6898,2013-08-18,2013-08-25,2013-08-30,1,1701,1701
SO64508,240,12654,2013-08-18,2013-08-25,2013-08-30,1,1701,1701
SO64607,240,6622,2013-08-19,2013-08-26,2013-08-31,1,1701,1701
SO64543,240,6945,2013-08-19,2013-08-26,2013-08-31,1,1701,1701
SO64540,240,6935,2013-08-19,2013-08-26,2013-08-31,1,1701,1701
SO64671,240,6598,2013-08-20,2013-08-27,2013-09-01,1,1701,1701
SO64796,240,15387,2013-08-23,2013-08-30,2013-09-04,1,1701,1701
SO64861,240,6933,2013-08-24,2013-08-31,2013-09-05,1,1701,1701
SO65017,240,6149,2013-08-26,2013-09-02,2013-09-07,1,1701,1701
SO65138,240,9430,2013-08-28,2013-09-04,2013-09-09,1,1701,1701
SO65375,240,4045,2013-08-29,2013-09-05,2013-09-10,1,1701,1701
SO65494,240,10207,2013-08-31,2013-09-07,2013-09-12,1,1701,1701
SO65543,240,10194,2013-09-01,2013-09-08,2013-09-13,1,1701,1701
SO65622,240,7058,2013-09-02,2013-09-09,2013-09-14,1,1701,1701
SO65667,240,4044,2013-09-03,2013-09-10,2013-09-15,1,1701,1701
SO65869,240,7121,2013-09-06,2013-09-13,2013-09-18,1,1701,1701
SO66006,240,10198,2013-09-08,2013-09-15,2013-09-20,1,1701,1701
SO66192,240,12662,2013-09-11,2013-09-18,2013-09-23,1,1701,1701
SO66254,240,6373,2013-09-12,2013-09-19,2013-09-24,1,1701,1701
SO66358,240,12656,2013-09-14,2013-09-21,2013-09-26,1,1701,1701
SO66494,240,7122,2013-09-16,2013-09-23,2013-09-28,1,1701,1701
SO66504,240,13834,2013-09-17,2013-09-24,2013-09-29,1,1701,1701
SO67082,240,6972,2013-09-26,2013-10-03,2013-10-08,1,1701,1701
SO67188,240,12659,2013-09-27,2013-10-04,2013-10-09,1,1701,1701
SO67198,240,7086,2013-09-27,2013-10-04,2013-10-09,1,1701,1701
SO67354,240,7010,2013-09-29,2013-10-06,2013-10-11,1,1701,1701
SO67355,240,14479,2013-09-29,2013-10-06,2013-10-11,1,1701,1701
SO67357,240,6997,2013-09-29,2013-10-06,2013-10-11,1,1701,1701
SO67471,240,6477,2013-09-30,2013-10-07,2013-10-12,1,1701,1701
SO67501,240,14443,2013-10-01,2013-10-08,2013-10-13,1,1701,1701
SO67624,240,13306,2013-10-02,2013-10-09,2013-10-14,1,1701,1701
SO67780,240,6999,2013-10-05,2013-10-12,2013-10-17,1,1701,1701
SO67833,240,7546,2013-10-05,2013-10-12,2013-10-17,1,1701,1701
SO67900,240,10270,2013-10-06,2013-10-13,2013-10-18,1,1701,1701
SO67953,240,7415,2013-10-07,2013-10-14,2013-10-19,1,1701,1701
SO67962,240,7039,2013-10-07,2013-10-14,2013-10-19,1,1701,1701
SO68080,240,12593,2013-10-09,2013-10-16,2013-10-21,1,1701,1701
SO68102,240,14752,2013-10-10,2013-10-17,2013-10-22,1,1701,1701
SO68198,240,11461,2013-10-11,2013-10-18,2013-10-23,1,1701,1701
SO68191,240,13302,2013-10-11,2013-10-18,2013-10-23,1,1701,1701
SO68260,240,7370,2013-10-12,2013-10-19,2013-10-24,1,1701,1701
SO68253,240,10983,2013-10-12,2013-10-19,2013-10-24,1,1701,1701
SO68337,240,7374,2013-10-13,2013-10-20,2013-10-25,1,1701,1701
SO68518,240,13305,2013-10-16,2013-10-23,2013-10-28,1,1701,1701
SO68516,240,12666,2013-10-16,2013-10-23,2013-10-28,1,1701,1701
SO68606,240,10977,2013-10-17,2013-10-24,2013-10-29,1,1701,1701
SO68622,240,14480,2013-10-17,2013-10-24,2013-10-29,1,1701,1701
SO68632,240,11435,2013-10-18,2013-10-25,2013-10-30,1,1701,1701
SO68633,240,14322,2013-10-18,2013-10-25,2013-10-30,1,1701,1701
SO68634,240,6981,2013-10-18,2013-10-25,2013-10-30,1,1701,1701
SO68722,240,4439,2013-10-19,2013-10-26,2013-10-31,1,1701,1701
SO68801,240,7432,2013-10-20,2013-10-27,2013-11-01,1,1701,1701
SO68864,240,10257,2013-10-21,2013-10-28,2013-11-02,1,1701,1701
SO69023,240,7011,2013-10-23,2013-10-30,2013-11-04,1,1701,1701
SO69068,240,13303,2013-10-24,2013-10-31,2013-11-05,1,1701,1701
SO69138,240,13308,2013-10-25,2013-11-01,2013-11-06,1,1701,1701
SO69102,240,6953,2013-10-25,2013-11-01,2013-11-06,1,1701,1701
SO69236,240,7230,2013-10-26,2013-11-02,2013-11-07,1,1701,1701
SO69257,240,11443,2013-10-27,2013-11-03,2013-11-08,1,1701,1701
SO69657,240,8258,2013-10-29,2013-11-05,2013-11-10,1,1701,1701
SO69630,240,4648,2013-10-29,2013-11-05,2013-11-10,1,1701,1701
SO69715,240,7802,2013-10-30,2013-11-06,2013-11-11,1,1701,1701
SO69792,240,11506,2013-10-31,2013-11-07,2013-11-12,1,1701,1701
SO69847,240,11033,2013-11-01,2013-11-08,2013-11-13,1,1701,1701
SO69938,240,7795,2013-11-02,2013-11-09,2013-11-14,1,1701,1701
SO70019,240,8289,2013-11-04,2013-11-11,2013-11-16,1,1701,1701
SO70088,240,15354,2013-11-04,2013-11-11,2013-11-16,1,1701,1701
SO70358,240,4647,2013-11-08,2013-11-15,2013-11-20,1,1701,1701
SO70515,240,7671,2013-11-10,2013-11-17,2013-11-22,1,1701,1701
SO70524,240,1126,2013-11-11,2013-11-18,2013-11-23,1,1701,1701
SO70588,240,7607,2013-11-11,2013-11-18,2013-11-23,1,1701,1701
SO70726,240,13368,2013-11-13,2013-11-20,2013-11-25,1,1701,1701
SO70803,240,11034,2013-11-14,2013-11-21,2013-11-26,1,1701,1701
SO70830,240,15232,2013-11-15,2013-11-22,2013-11-27,1,1701,1701
SO70872,240,11519,2013-11-15,2013-11-22,2013-11-27,1,1701,1701
SO70927,240,6655,2013-11-16,2013-11-23,2013-11-28,1,1701,1701
SO70929,240,7568,2013-11-16,2013-11-23,2013-11-28,1,1701,1701
SO70930,240,7569,2013-11-16,2013-11-23,2013-11-28,1,1701,1701
SO70932,240,7599,2013-11-16,2013-11-23,2013-11-28,1,1701,1701
SO71014,240,7597,2013-11-17,2013-11-24,2013-11-29,1,1701,1701
SO71022,240,8182,2013-11-17,2013-11-24,2013-11-29,1,1701,1701
SO71084,240,7791,2013-11-18,2013-11-25,2013-11-30,1,1701,1701
SO71091,240,14661,2013-11-18,2013-11-25,2013-11-30,1,1701,1701
SO71140,240,6859,2013-11-19,2013-11-26,2013-12-01,1,1701,1701
SO71213,240,7680,2013-11-20,2013-11-27,2013-12-02,1,1701,1701
SO71198,240,11032,2013-11-20,2013-11-27,2013-12-02,1,1701,1701
SO71280,240,8175,2013-11-21,2013-11-28,2013-12-03,1,1701,1701
SO71347,240,8284,2013-11-22,2013-11-29,2013-12-04,1,1701,1701
SO71486,240,8255,2013-11-24,2013-12-01,2013-12-06,1,1701,1701
SO71619,240,7617,2013-11-26,2013-12-03,2013-12-08,1,1701,1701
SO71603,240,13365,2013-11-26,2013-12-03,2013-12-08,1,1701,1701
SO71604,240,13382,2013-11-26,2013-12-03,2013-12-08,1,1701,1701
SO71767,240,6866,2013-11-28,2013-12-05,2013-12-10,1,1701,1701
SO71989,240,7956,2013-11-29,2013-12-06,2013-12-11,1,1701,1701
SO72055,240,7870,2013-11-30,2013-12-07,2013-12-12,1,1701,1701
SO72054,240,7363,2013-11-30,2013-12-07,2013-12-12,1,1701,1701
SO72049,240,13475,2013-11-30,2013-12-07,2013-12-12,1,1701,1701
SO72181,240,8316,2013-12-02,2013-12-09,2013-12-14,1,1701,1701
SO72261,240,7868,2013-12-03,2013-12-10,2013-12-15,1,1701,1701
SO72272,240,1129,2013-12-04,2013-12-11,2013-12-16,1,1701,1701
SO72347,240,8009,2013-12-04,2013-12-11,2013-12-16,1,1701,1701
SO72507,240,11619,2013-12-06,2013-12-13,2013-12-18,1,1701,1701
SO72506,240,7804,2013-12-06,2013-12-13,2013-12-18,1,1701,1701
SO72504,240,7981,2013-12-06,2013-12-13,2013-12-18,1,1701,1701
SO72505,240,7999,2013-12-06,2013-12-13,2013-12-18,1,1701,1701
SO72574,240,8358,2013-12-07,2013-12-14,2013-12-19,1,1701,1701
SO72575,240,15985,2013-12-07,2013-12-14,2013-12-19,1,1701,1701
SO72702,240,13599,2013-12-09,2013-12-16,2013-12-21,1,1701,1701
SO72837,240,8134,2013-12-11,2013-12-18,2013-12-23,1,1701,1701
SO72827,240,11939,2013-12-11,2013-12-18,2013-12-23,1,1701,1701
SO73021,240,8283,2013-12-13,2013-12-20,2013-12-25,1,1701,1701
SO73090,240,8354,2013-12-14,2013-12-21,2013-12-26,1,1701,1701
SO73247,240,10298,2013-12-16,2013-12-23,2013-12-28,1,1701,1701
SO73322,240,11609,2013-12-17,2013-12-24,2013-12-29,1,1701,1701
SO73310,240,11927,2013-12-17,2013-12-24,2013-12-29,1,1701,1701
SO73388,240,11938,2013-12-18,2013-12-25,2013-12-30,1,1701,1701
SO73474,240,13481,2013-12-19,2013-12-26,2013-12-31,1,1701,1701
SO73488,240,7369,2013-12-19,2013-12-26,2013-12-31,1,1701,1701
SO73489,240,7855,2013-12-19,2013-12-26,2013-12-31,1,1701,1701
SO73642,240,11959,2013-12-22,2013-12-29,2014-01-03,1,1701,1701
SO73716,240,13591,2013-12-23,2013-12-30,2014-01-04,1,1701,1701
SO73859,240,8125,2013-12-24,2013-12-31,2014-01-05,1,1701,1701
SO73932,240,8147,2013-12-25,2014-01-01,2014-01-06,1,1701,1701
SO46679,102,2063,2011-12-29,2012-01-05,2012-01-10,1,2182,2182
SO46693,102,2211,2011-12-31,2012-01-07,2012-01-12,1,2182,2182
SO46694,102,2221,2011-12-31,2012-01-07,2012-01-12,1,2182,2182
SO46712,102,2780,2012-01-02,2012-01-09,2012-01-14,1,2182,2182
SO46726,102,10000,2012-01-03,2012-01-10,2012-01-15,1,2182,2182
SO46739,102,4700,2012-01-05,2012-01-12,2012-01-17,1,2182,2182
SO46743,102,10184,2012-01-05,2012-01-12,2012-01-17,1,2182,2182
SO46759,102,5034,2012-01-08,2012-01-15,2012-01-20,1,2182,2182
SO46785,102,2191,2012-01-10,2012-01-17,2012-01-22,1,2182,2182
SO46794,102,13978,2012-01-11,2012-01-18,2012-01-23,1,2182,2182
SO46792,102,2084,2012-01-11,2012-01-18,2012-01-23,1,2182,2182
SO46805,102,2056,2012-01-13,2012-01-20,2012-01-25,1,2182,2182
SO46827,102,2800,2012-01-16,2012-01-23,2012-01-28,1,2182,2182
SO46846,102,2576,2012-01-18,2012-01-25,2012-01-30,1,2182,2182
SO46864,102,5046,2012-01-20,2012-01-27,2012-02-01,1,2182,2182
SO46885,102,4934,2012-01-23,2012-01-30,2012-02-04,1,2182,2182
SO46925,102,10166,2012-01-28,2012-02-04,2012-02-09,1,2182,2182
SO47086,102,2379,2012-01-31,2012-02-07,2012-02-12,1,2182,2182
SO47114,102,10388,2012-02-03,2012-02-10,2012-02-15,1,2182,2182
SO47156,102,17838,2012-02-09,2012-02-16,2012-02-21,1,2182,2182
SO47171,102,10553,2012-02-10,2012-02-17,2012-02-22,1,2182,2182
SO47189,102,17819,2012-02-12,2012-02-19,2012-02-24,1,2182,2182
SO47200,102,2248,2012-02-13,2012-02-20,2012-02-25,1,2182,2182
SO47232,102,4628,2012-02-17,2012-02-24,2012-02-29,1,2182,2182
SO47256,102,5418,2012-02-19,2012-02-26,2012-03-02,1,2182,2182
SO47283,102,4656,2012-02-22,2012-02-29,2012-03-05,1,2182,2182
SO47285,102,18136,2012-02-22,2012-02-29,2012-03-05,1,2182,2182
SO47288,102,2354,2012-02-22,2012-02-29,2012-03-05,1,2182,2182
SO47313,102,10232,2012-02-24,2012-03-02,2012-03-07,1,2182,2182
SO47321,102,2355,2012-02-25,2012-03-03,2012-03-08,1,2182,2182
SO47325,102,2279,2012-02-26,2012-03-04,2012-03-09,1,2182,2182
SO47338,102,5278,2012-02-28,2012-03-06,2012-03-11,1,2182,2182
SO47463,102,3204,2012-03-01,2012-03-08,2012-03-13,1,2182,2182
SO47481,102,10900,2012-03-03,2012-03-10,2012-03-15,1,2182,2182
SO47494,102,4928,2012-03-07,2012-03-14,2012-03-19,1,2182,2182
SO47512,102,5447,2012-03-09,2012-03-16,2012-03-21,1,2182,2182
SO47518,102,10947,2012-03-09,2012-03-16,2012-03-21,1,2182,2182
SO47542,102,10572,2012-03-12,2012-03-19,2012-03-24,1,2182,2182
SO47582,102,2434,2012-03-18,2012-03-25,2012-03-30,1,2182,2182
SO47596,102,5200,2012-03-20,2012-03-27,2012-04-01,1,2182,2182
SO47597,102,14972,2012-03-20,2012-03-27,2012-04-01,1,2182,2182
SO47800,102,3799,2012-04-10,2012-04-17,2012-04-22,1,2182,2182
SO47833,102,11032,2012-04-13,2012-04-20,2012-04-25,1,2182,2182
SO47864,102,10967,2012-04-17,2012-04-24,2012-04-29,1,2182,2182
SO47874,102,2463,2012-04-18,2012-04-25,2012-04-30,1,2182,2182
SO47891,102,5291,2012-04-20,2012-04-27,2012-05-02,1,2182,2182
SO47905,102,18337,2012-04-22,2012-04-29,2012-05-04,1,2182,2182
SO47932,102,5562,2012-04-26,2012-05-03,2012-05-08,1,2182,2182
SO47933,102,5271,2012-04-26,2012-05-03,2012-05-08,1,2182,2182
SO48138,102,3819,2012-05-08,2012-05-15,2012-05-20,1,2182,2182
SO48165,102,5328,2012-05-12,2012-05-19,2012-05-24,1,2182,2182
SO48168,102,11905,2012-05-12,2012-05-19,2012-05-24,1,2182,2182
SO48183,102,11584,2012-05-15,2012-05-22,2012-05-27,1,2182,2182
SO48199,102,5596,2012-05-18,2012-05-25,2012-05-30,1,2182,2182
SO48207,102,11408,2012-05-19,2012-05-26,2012-05-31,1,2182,2182
SO48234,102,11204,2012-05-23,2012-05-30,2012-06-04,1,2182,2182
SO48239,102,2701,2012-05-24,2012-05-31,2012-06-05,1,2182,2182
SO48247,102,5391,2012-05-25,2012-06-01,2012-06-06,1,2182,2182
SO48472,102,11943,2012-06-05,2012-06-12,2012-06-17,1,2182,2182
SO48479,102,11940,2012-06-06,2012-06-13,2012-06-18,1,2182,2182
SO48596,102,12102,2012-06-16,2012-06-23,2012-06-28,1,2182,2182
SO48616,102,2722,2012-06-18,2012-06-25,2012-06-30,1,2182,2182
SO48650,102,11987,2012-06-21,2012-06-28,2012-07-03,1,2182,2182
SO48657,102,4068,2012-06-22,2012-06-29,2012-07-04,1,2182,2182
SO48688,102,11967,2012-06-25,2012-07-02,2012-07-07,1,2182,2182
SO48705,102,3996,2012-06-27,2012-07-04,2012-07-09,1,2182,2182
SO48817,102,15050,2012-07-02,2012-07-09,2012-07-14,1,2182,2182
SO48825,102,12415,2012-07-03,2012-07-10,2012-07-15,1,2182,2182
SO48832,102,12419,2012-07-04,2012-07-11,2012-07-16,1,2182,2182
SO48833,102,12119,2012-07-04,2012-07-11,2012-07-16,1,2182,2182
SO48838,102,12410,2012-07-05,2012-07-12,2012-07-17,1,2182,2182
SO48859,102,5604,2012-07-08,2012-07-15,2012-07-20,1,2182,2182
SO48867,102,4452,2012-07-09,2012-07-16,2012-07-21,1,2182,2182
SO48896,102,6633,2012-07-12,2012-07-19,2012-07-24,1,2182,2182
SO48898,102,2857,2012-07-12,2012-07-19,2012-07-24,1,2182,2182
SO48899,102,12314,2012-07-12,2012-07-19,2012-07-24,1,2182,2182
SO48926,102,12118,2012-07-15,2012-07-22,2012-07-27,1,2182,2182
SO48938,102,6721,2012-07-17,2012-07-24,2012-07-29,1,2182,2182
SO48966,102,6640,2012-07-21,2012-07-28,2012-08-02,1,2182,2182
SO49246,102,12641,2012-08-06,2012-08-13,2012-08-18,1,2182,2182
SO49269,102,2885,2012-08-09,2012-08-16,2012-08-21,1,2182,2182
SO49306,102,2887,2012-08-13,2012-08-20,2012-08-25,1,2182,2182
SO49320,102,12650,2012-08-14,2012-08-21,2012-08-26,1,2182,2182
SO49328,102,6813,2012-08-16,2012-08-23,2012-08-28,1,2182,2182
SO49361,102,4664,2012-08-18,2012-08-25,2012-08-30,1,2182,2182
SO49354,102,2884,2012-08-18,2012-08-25,2012-08-30,1,2182,2182
SO49386,102,6094,2012-08-21,2012-08-28,2012-09-02,1,2182,2182
SO49400,102,6795,2012-08-23,2012-08-30,2012-09-04,1,2182,2182
SO49412,102,5827,2012-08-24,2012-08-31,2012-09-05,1,2182,2182
SO49432,102,6842,2012-08-26,2012-09-02,2012-09-07,1,2182,2182
SO49433,102,12545,2012-08-26,2012-09-02,2012-09-07,1,2182,2182
SO49633,102,15203,2012-09-06,2012-09-13,2012-09-18,1,2182,2182
SO49671,102,6200,2012-09-10,2012-09-17,2012-09-22,1,2182,2182
SO49685,102,6960,2012-09-12,2012-09-19,2012-09-24,1,2182,2182
SO49691,102,12663,2012-09-12,2012-09-19,2012-09-24,1,2182,2182
SO49703,102,4925,2012-09-14,2012-09-21,2012-09-26,1,2182,2182
SO49789,102,13003,2012-09-24,2012-10-01,2012-10-06,1,2182,2182
SO49780,102,6959,2012-09-24,2012-10-01,2012-10-06,1,2182,2182
SO49895,102,6790,2012-09-28,2012-10-05,2012-10-10,1,2182,2182
SO50035,102,13271,2012-10-11,2012-10-18,2012-10-23,1,2182,2182
SO50062,102,13173,2012-10-14,2012-10-21,2012-10-26,1,2182,2182
SO50085,102,13165,2012-10-16,2012-10-23,2012-10-28,1,2182,2182
SO50108,102,6975,2012-10-20,2012-10-27,2012-11-01,1,2182,2182
SO50109,102,5269,2012-10-20,2012-10-27,2012-11-01,1,2182,2182
SO50115,102,6765,2012-10-21,2012-10-28,2012-11-02,1,2182,2182
SO50154,102,2905,2012-10-24,2012-10-31,2012-11-05,1,2182,2182
SO50174,102,13169,2012-10-26,2012-11-02,2012-11-07,1,2182,2182
SO50371,102,5432,2012-11-01,2012-11-08,2012-11-13,1,2182,2182
SO50386,102,6943,2012-11-02,2012-11-09,2012-11-14,1,2182,2182
SO50408,102,13369,2012-11-03,2012-11-10,2012-11-15,1,2182,2182
SO50508,102,13362,2012-11-13,2012-11-20,2012-11-25,1,2182,2182
SO50518,102,7137,2012-11-16,2012-11-23,2012-11-28,1,2182,2182
SO50551,102,7169,2012-11-19,2012-11-26,2012-12-01,1,2182,2182
SO50562,102,6946,2012-11-20,2012-11-27,2012-12-02,1,2182,2182
SO50604,102,13283,2012-11-23,2012-11-30,2012-12-05,1,2182,2182
SO50608,102,15280,2012-11-24,2012-12-01,2012-12-06,1,2182,2182
SO50615,102,13305,2012-11-24,2012-12-01,2012-12-06,1,2182,2182
SO50626,102,7621,2012-11-26,2012-12-03,2012-12-08,1,2182,2182
SO50642,102,7148,2012-11-27,2012-12-04,2012-12-09,1,2182,2182
SO50763,102,5514,2012-11-28,2012-12-05,2012-12-10,1,2182,2182
SO50797,102,6965,2012-12-01,2012-12-08,2012-12-13,1,2182,2182
SO50823,102,13602,2012-12-03,2012-12-10,2012-12-15,1,2182,2182
SO50835,102,13475,2012-12-04,2012-12-11,2012-12-16,1,2182,2182
SO51028,102,13588,2012-12-22,2012-12-29,2013-01-03,1,2182,2182
SO51034,102,13486,2012-12-23,2012-12-30,2013-01-04,1,2182,2182
SO51039,102,6953,2012-12-24,2012-12-31,2013-01-05,1,2182,2182
SO51041,102,5560,2012-12-24,2012-12-31,2013-01-05,1,2182,2182
SO51070,102,13478,2012-12-26,2013-01-02,2013-01-07,1,2182,2182
SO51080,102,13603,2012-12-27,2013-01-03,2013-01-08,1,2182,2182
SO51180,102,5314,2012-12-28,2013-01-04,2013-01-09,1,2443,2443
SO51204,102,2520,2012-12-30,2013-01-06,2013-01-11,1,2443,2443
SO51251,102,434,2013-01-01,2013-01-08,2013-01-13,1,2443,2443
SO51269,102,5694,2013-01-03,2013-01-10,2013-01-15,1,2443,2443
SO51287,102,13884,2013-01-04,2013-01-11,2013-01-16,1,2443,2443
SO51322,102,1297,2013-01-06,2013-01-13,2013-01-18,1,2443,2443
SO51391,102,8438,2013-01-10,2013-01-17,2013-01-22,1,2443,2443
SO51395,102,9182,2013-01-10,2013-01-17,2013-01-22,1,2443,2443
SO51440,102,7245,2013-01-13,2013-01-20,2013-01-25,1,2443,2443
SO51485,102,5317,2013-01-16,2013-01-23,2013-01-28,1,2443,2443
SO51488,102,9037,2013-01-16,2013-01-23,2013-01-28,1,2443,2443
SO51515,102,5392,2013-01-18,2013-01-25,2013-01-30,1,2443,2443
SO51511,102,7242,2013-01-18,2013-01-25,2013-01-30,1,2443,2443
SO51545,102,8383,2013-01-20,2013-01-27,2013-02-01,1,2443,2443
SO51546,102,15382,2013-01-20,2013-01-27,2013-02-01,1,2443,2443
SO51586,102,7208,2013-01-22,2013-01-29,2013-02-03,1,2443,2443
SO51643,102,8362,2013-01-25,2013-02-01,2013-02-06,1,2443,2443
SO51644,102,1132,2013-01-25,2013-02-01,2013-02-06,1,2443,2443
SO51663,102,5328,2013-01-26,2013-02-02,2013-02-07,1,2443,2443
SO51672,102,8436,2013-01-27,2013-02-03,2013-02-08,1,2443,2443
SO51674,102,12598,2013-01-27,2013-02-03,2013-02-08,1,2443,2443
SO51676,102,9038,2013-01-27,2013-02-03,2013-02-08,1,2443,2443
SO51876,102,7302,2013-01-28,2013-02-04,2013-02-09,1,2443,2443
SO51914,102,11896,2013-01-28,2013-02-04,2013-02-09,1,2443,2443
SO51958,102,9184,2013-01-29,2013-02-05,2013-02-10,1,2443,2443
SO51964,102,7310,2013-01-29,2013-02-05,2013-02-10,1,2443,2443
SO52156,102,5704,2013-02-03,2013-02-10,2013-02-15,1,2443,2443
SO52154,102,7252,2013-02-03,2013-02-10,2013-02-15,1,2443,2443
SO52280,102,7289,2013-02-05,2013-02-12,2013-02-17,1,2443,2443
SO52370,102,15421,2013-02-07,2013-02-14,2013-02-19,1,2443,2443
SO52726,102,5741,2013-02-14,2013-02-21,2013-02-26,1,2443,2443
SO52733,102,8460,2013-02-14,2013-02-21,2013-02-26,1,2443,2443
SO52776,102,7470,2013-02-14,2013-02-21,2013-02-26,1,2443,2443
SO52954,102,3082,2013-02-18,2013-02-25,2013-03-02,1,2443,2443
SO52955,102,5236,2013-02-18,2013-02-25,2013-03-02,1,2443,2443
SO53050,102,9200,2013-02-20,2013-02-27,2013-03-04,1,2443,2443
SO53081,102,12765,2013-02-21,2013-02-28,2013-03-05,1,2443,2443
SO53347,102,7261,2013-02-26,2013-03-05,2013-03-10,1,2443,2443
SO53679,102,1322,2013-03-01,2013-03-08,2013-03-13,1,2443,2443
SO53730,102,8480,2013-03-02,2013-03-09,2013-03-14,1,2443,2443
SO53757,102,5238,2013-03-02,2013-03-09,2013-03-14,1,2443,2443
SO53782,102,9043,2013-03-03,2013-03-10,2013-03-15,1,2443,2443
SO53822,102,7695,2013-03-03,2013-03-10,2013-03-15,1,2443,2443
SO53970,102,7697,2013-03-06,2013-03-13,2013-03-18,1,2443,2443
SO54239,102,7909,2013-03-11,2013-03-18,2013-03-23,1,2443,2443
SO54238,102,7741,2013-03-11,2013-03-18,2013-03-23,1,2443,2443
SO54265,102,8472,2013-03-12,2013-03-19,2013-03-24,1,2443,2443
SO54297,102,9298,2013-03-12,2013-03-19,2013-03-24,1,2443,2443
SO54535,102,12777,2013-03-17,2013-03-24,2013-03-29,1,2443,2443
SO54585,102,7496,2013-03-18,2013-03-25,2013-03-30,1,2443,2443
SO54867,102,7707,2013-03-22,2013-03-29,2013-04-03,1,2443,2443
SO54896,102,8501,2013-03-23,2013-03-30,2013-04-04,1,2443,2443
SO54972,102,7710,2013-03-24,2013-03-31,2013-04-05,1,2443,2443
SO55017,102,5141,2013-03-25,2013-04-01,2013-04-06,1,2443,2443
SO55219,102,9325,2013-03-29,2013-04-05,2013-04-10,1,2443,2443
SO55445,102,8094,2013-03-31,2013-04-07,2013-04-12,1,2443,2443
SO55659,102,5373,2013-04-04,2013-04-11,2013-04-16,1,2443,2443
SO55823,102,9151,2013-04-07,2013-04-14,2013-04-19,1,2443,2443
SO55978,102,5391,2013-04-10,2013-04-17,2013-04-22,1,2443,2443
SO56267,102,7930,2013-04-15,2013-04-22,2013-04-27,1,2443,2443
SO56445,102,5413,2013-04-19,2013-04-26,2013-05-01,1,2443,2443
SO56524,102,9348,2013-04-20,2013-04-27,2013-05-02,1,2443,2443
SO56678,102,5365,2013-04-23,2013-04-30,2013-05-05,1,2443,2443
SO56687,102,8090,2013-04-23,2013-04-30,2013-05-05,1,2443,2443
SO56764,102,13550,2013-04-25,2013-05-02,2013-05-07,1,2443,2443
SO56786,102,8597,2013-04-25,2013-05-02,2013-05-07,1,2443,2443
SO56899,102,6052,2013-04-27,2013-05-04,2013-05-09,1,2443,2443
SO57522,102,8622,2013-05-05,2013-05-12,2013-05-17,1,2443,2443
SO57964,102,8512,2013-05-14,2013-05-21,2013-05-26,1,2443,2443
SO58058,102,9386,2013-05-15,2013-05-22,2013-05-27,1,2443,2443
SO58486,102,1632,2013-05-23,2013-05-30,2013-06-04,1,2443,2443
SO58571,102,8798,2013-05-24,2013-05-31,2013-06-05,1,2443,2443
SO58648,102,9712,2013-05-26,2013-06-02,2013-06-07,1,2443,2443
SO58784,102,16945,2013-05-28,2013-06-04,2013-06-09,1,2443,2443
SO59185,102,5728,2013-05-31,2013-06-07,2013-06-12,1,2443,2443
SO59319,102,9477,2013-06-02,2013-06-09,2013-06-14,1,2443,2443
SO59555,102,9214,2013-06-05,2013-06-12,2013-06-17,1,2443,2443
SO59631,102,9221,2013-06-06,2013-06-13,2013-06-18,1,2443,2443
SO59692,102,8967,2013-06-07,2013-06-14,2013-06-19,1,2443,2443
SO60237,102,9222,2013-06-15,2013-06-22,2013-06-27,1,2443,2443
SO60428,102,2527,2013-06-18,2013-06-25,2013-06-30,1,2443,2443
SO60426,102,8951,2013-06-18,2013-06-25,2013-06-30,1,2443,2443
SO60743,102,8960,2013-06-23,2013-06-30,2013-07-05,1,2443,2443
SO60773,102,13853,2013-06-24,2013-07-01,2013-07-06,1,2443,2443
SO61005,102,9473,2013-06-27,2013-07-04,2013-07-09,1,2443,2443
SO61112,102,12927,2013-06-29,2013-07-06,2013-07-11,1,2443,2443
SO61523,241,9610,2013-07-04,2013-07-11,2013-07-16,1,2443,2443
SO61603,241,2264,2013-07-06,2013-07-13,2013-07-18,1,2443,2443
SO61861,241,9826,2013-07-10,2013-07-17,2013-07-22,1,2443,2443
SO62140,241,6352,2013-07-14,2013-07-21,2013-07-26,1,2443,2443
SO62454,241,9607,2013-07-19,2013-07-26,2013-07-31,1,2443,2443
SO62510,241,5752,2013-07-20,2013-07-27,2013-08-01,1,2443,2443
SO62566,241,9246,2013-07-21,2013-07-28,2013-08-02,1,2443,2443
SO62953,241,9049,2013-07-28,2013-08-04,2013-08-09,1,2443,2443
SO63298,241,3186,2013-07-31,2013-08-07,2013-08-12,1,2443,2443
SO63505,241,3193,2013-08-03,2013-08-10,2013-08-15,1,2443,2443
SO63695,241,9150,2013-08-06,2013-08-13,2013-08-18,1,2443,2443
